data;


param d:= 100;
param r:=5;
param p:=0.900000;
param M:=1000;
param U:=
         1         1       -2.969624e-01
         2         1       -6.099802e-01
         3         1       -2.863603e+00
         4         1        1.252089e+00
         5         1       -1.054163e-01
         6         1        1.727481e+00
         7         1       -1.082450e+00
         8         1       -5.520014e-01
         9         1        6.278508e-01
        10         1        1.424463e+00
        11         1       -1.424008e+00
        12         1        2.509085e-01
        13         1        1.221359e+00
        14         1       -2.292007e-01
        15         1        1.600507e-01
        16         1       -1.845202e-01
        17         1       -8.747085e-01
        18         1       -9.024188e-01
        19         1       -7.748448e-01
        20         1        1.538100e-01
        21         1       -6.045900e-01
        22         1       -6.086733e-01
        23         1       -2.518756e-02
        24         1        1.584650e+00
        25         1        6.575509e-01
        26         1        9.971337e-01
        27         1       -9.671492e-01
        28         1        1.616404e-01
        29         1        1.204724e-01
        30         1        1.927364e-01
        31         1        2.137548e-01
        32         1        2.835145e-01
        33         1        5.768209e-01
        34         1       -2.128881e+00
        35         1        7.725488e-01
        36         1        1.725041e+00
        37         1        2.874933e-01
        38         1        3.180888e-01
        39         1       -1.342706e-01
        40         1        7.307899e-01
        41         1       -1.348886e-01
        42         1        3.611134e-01
        43         1       -6.126190e-01
        44         1       -1.626527e+00
        45         1       -4.045405e-01
        46         1       -3.820907e-01
        47         1        6.995059e-01
        48         1       -1.049908e+00
        49         1        5.884432e-01
        50         1        1.100439e+00
        51         1       -9.466541e-01
        52         1        2.814943e-01
        53         1       -7.793032e-01
        54         1        5.917649e-01
        55         1        1.823413e+00
        56         1       -1.350675e+00
        57         1       -1.020141e+00
        58         1        1.407043e+00
        59         1        5.330808e-01
        60         1        1.436333e-01
        61         1       -5.275645e-01
        62         1        6.827507e-01
        63         1        9.967825e-01
        64         1        1.211137e+00
        65         1       -4.883838e-01
        66         1       -1.800369e+00
        67         1        2.163025e-01
        68         1       -9.207950e-01
        69         1       -3.782453e-02
        70         1        1.401480e+00
        71         1        3.991225e-01
        72         1       -1.152790e+00
        73         1       -1.458139e+00
        74         1        9.754983e-01
        75         1        1.643593e-01
        76         1       -3.832829e-01
        77         1        1.193758e-02
        78         1       -1.420202e+00
        79         1        1.875197e+00
        80         1        4.898460e-01
        81         1       -1.342207e-01
        82         1        2.986407e-01
        83         1        5.521556e-01
        84         1        2.302320e-01
        85         1        2.005550e-01
        86         1       -8.398722e-02
        87         1       -4.251600e-01
        88         1        4.144551e-01
        89         1        1.130694e+00
        90         1       -8.697301e-03
        91         1        1.185987e+00
        92         1        4.720716e-01
        93         1       -6.805495e-01
        94         1        1.209339e+00
        95         1       -7.744410e-01
        96         1       -5.538284e-01
        97         1       -1.010802e+00
        98         1       -1.290935e-02
        99         1        4.793708e-01
       100         1        4.710209e-02
         1         2        6.470198e-01
         2         2       -8.766966e-01
         3         2       -1.376407e+00
         4         2        4.149726e-01
         5         2        4.627092e-01
         6         2        7.296920e-01
         7         2       -2.683500e-01
         8         2       -9.153765e-01
         9         2       -1.779975e+00
        10         2        9.338208e-01
        11         2        1.201675e-01
        12         2       -7.040648e-01
        13         2        2.747375e-01
        14         2       -8.212858e-01
        15         2       -1.157507e+00
        16         2        4.881592e-01
        17         2        4.176655e-02
        18         2       -9.339284e-01
        19         2       -4.308092e-01
        20         2       -5.010667e-01
        21         2        3.381339e-02
        22         2       -3.056503e-01
        23         2        4.947436e-01
        24         2        5.429322e-02
        25         2        8.018739e-01
        26         2       -1.359746e+00
        27         2       -2.844956e-01
        28         2        1.358671e+00
        29         2       -1.004121e+00
        30         2       -3.868040e-01
        31         2       -1.061238e+00
        32         2        1.937336e+00
        33         2        1.115292e+00
        34         2       -5.054209e-01
        35         2        8.140131e-01
        36         2       -7.577677e-01
        37         2        2.009497e-01
        38         2       -1.056240e-01
        39         2        4.369847e-01
        40         2        2.972788e-01
        41         2        1.057303e-01
        42         2       -1.269460e-01
        43         2        1.104465e+00
        44         2       -3.663178e-01
        45         2        1.100976e+00
        46         2       -2.768487e-01
        47         2        1.662463e+00
        48         2       -7.362004e-01
        49         2        1.900652e+00
        50         2        2.366289e-01
        51         2        3.881434e-01
        52         2        1.031742e-01
